star_name,n_spectra,n_single,n_echelle_orders,ra_deg,dec_deg,mjd_min,mjd_max,median_snr,amateur_frac,time_span_days,split
HD225985,8,8,0,297.38714,32.9561933,56403.1428125,59105.905185185184,915.6703342306694,1.0,2702.8,train
HD227611,36,8,28,301.438115,35.9008306,52081.96293981482,58935.162690972225,49.795104433303706,0.8888888888888888,6853.2,train
HD22780,550,124,426,55.28273945,37.58019741,52135.147881944446,61022.021915509256,140.12248829668223,0.990909090909091,8886.9,train
HD228041,33,7,26,302.4934125,35.4960511,56416.063784722224,59510.787547,75.91946037375085,1.0,3094.7,train
HD228104,6,6,0,302.6601817,35.8744508,56470.03964122685,59510.83464841667,1736.2367004710582,0.8333333333333334,3040.8,train
HD228256,4,4,0,302.9765333,40.0082292,55792.97734375,58990.0821875,631.3001145214614,1.0,3197.1,train
HD228438,52,8,44,303.4595154,36.6229258,55085.89962962963,60160.35772569444,108.84812496192204,0.9807692307692307,5074.5,train
HD228535,34,4,30,303.730565,36.8535642,55792.040243055555,59170.803506944445,96.60367024372701,1.0,3378.8,test
HD228658,33,3,30,304.03564896,37.55640426,55792.06471643518,59170.86167824074,83.9759468718331,1.0,3378.8,train
HD228860,32,2,30,304.714795,36.9613722,56916.80384259259,59171.73981481481,114.84086226558291,1.0,2254.9,test
HD229171,3,3,0,305.7619867,38.4557908,55836.82402777778,59111.94883680555,753.212820477116,1.0,3275.1,test
HD230579,55,3,52,286.03342,11.1068581,53939.15814814815,58987.064780092594,100.07125515782586,1.0,5047.9,train
HD232552,171,26,145,28.10871511,55.33159515,52144.03393518519,60625.17726273148,101.65956087515623,0.9824561403508771,8481.1,train
HD232588,30,3,27,30.939467,55.10245,55067.067945601855,59597.913072916665,23.665641805475232,1.0,4530.8,train
HD232590,113,12,101,30.9537088,55.1206956,55066.160920138886,60658.84279314815,70.9764629689462,0.9911504424778761,5592.7,train
HD232940,1,1,0,65.50357357,54.51204773,60712.90361111111,60712.90361111111,54.13830574998518,1.0,0.0,train
HD235350,2,2,0,311.29416488,51.21055358,60939.82439814815,60959.79827121528,740.285841710936,1.0,20.0,validation
HD23552,164,28,136,57.07531252,50.73676824,54394.06,61024.06335069444,123.30096329740228,0.9939024390243902,6630.0,train
HD235668,87,38,49,329.18762879,51.57604107,55102.90546875,60965.924299224534,80.79592165789704,0.9885057471264368,5863.0,train
HD235795,3,3,0,334.78164713,52.12032036,55834.902841435185,58744.8895950463,793.1656056188841,1.0,2910.0,train
HD236689,32,2,30,19.6378129,58.3751389,55935.76150462963,59131.95566550926,110.83699232774566,1.0,3196.2,test
HD236935,28,2,26,31.0291896,58.4839147,57415.78383101852,59201.92961226852,82.07270176773584,1.0,1786.1,train
HD236940,2,2,0,31.20182894,56.26201383,57415.8746875,60286.27124421296,64.89678023685164,1.0,2870.4,validation
HD237056,59,19,40,45.65785111,57.6127943,55102.0384837963,60319.16737847222,27.59411686754416,0.9830508474576272,5217.1,validation
HD237060,112,2,110,46.127246,59.446297,55856.022199074076,59454.115202546294,58.01209284941258,1.0,3598.1,train
HD237090,10,10,0,48.79553619,59.91189626,55574.87696180555,59869.897598379626,41.57387957630932,1.0,4295.0,train
HD237091,295,118,177,48.81979377,59.913652,55104.01789351852,60641.063543530094,136.6965457364963,0.9966101694915255,5537.0,train
HD237118,4,4,0,50.00497172,59.8640954,55855.05162615741,60573.06194666667,399.0273075008218,1.0,4718.0,test
HD237134,27,3,24,51.2637542,60.2529372,55855.07045717593,60287.349253472225,32.85405192364293,1.0,4432.3,test
HD23800,263,25,238,57.60446902,52.48190292,54041.93299768519,60979.85915509259,163.4343334982391,1.0,6937.9,train
HD23982,164,13,151,58.30184287,63.48343653,54868.798234953705,60567.113012277776,212.3401146294132,0.9939024390243902,5698.3,train
HD240010,404,2,402,339.632629,55.83483,49591.959224541664,60538.43844907408,46.20603795544306,0.0049504950495049506,10946.5,train
HD240249,1,1,0,349.54713986,55.84324577,60541.08412076779,60541.08412076779,279.6362443708455,1.0,0.0,validation
HD241360,1,1,0,77.88675549,24.13414125,60333.932773524306,60333.932773524306,726.7980309922311,1.0,0.0,train
HD241570,33,3,30,78.2247942,21.9672647,55979.82240740741,59638.05284588889,72.27567319214269,1.0,3658.2,train
HD24479,379,39,340,59.35601583,63.07226227,54386.037997685184,60948.840885405094,275.11419185845904,1.0,6562.8,train
HD244894,33,3,30,83.6526063,27.5926606,56303.912586805556,59172.03482060185,148.15034339083124,1.0,2868.1,test
HD245310,62,11,51,84.0958917,21.1865144,55175.944444444445,60689.898255318345,132.32908666458985,0.9838709677419355,5514.0,validation
HD245493,37,9,28,84.4622642,33.9672361,54883.87642361111,59625.15752314815,131.55241342041762,1.0,4741.3,train
HD245770,7,7,0,84.72738866,26.31578591,56753.81675347222,59187.22663773148,702.3526303484801,1.0,2433.4,train
HD246537,2,2,0,85.6687467,26.3453133,57064.83721643518,57069.868113425924,612.6238299457737,1.0,5.0,train
HD246878,2,2,0,86.1155167,27.22990543,55176.969618055555,57064.87472222222,2795.2722107390905,0.5,1887.9,train
HD247525,2,2,0,86.8496413,26.3962525,55963.834565972225,57345.949832175924,17640.878487665723,1.0,1382.1,validation
HD248390,2,2,0,87.9374183,26.4276256,55963.877413194445,57064.78002893519,1323.6535984304908,1.0,1100.9,train
HD248753,7,7,0,88.3795921,25.742245,54898.86226851852,59659.90170544444,65.11988040363886,1.0,4761.0,train
HD24912,4857,88,4769,59.741254,35.791033,50008.16990943756,61018.84184606482,178.90366600087543,0.2194770434424542,11010.7,train
HD249179,62,2,60,88.9793825,28.7851058,56011.799409722225,59171.05866898148,117.42458405914374,1.0,3159.3,train
HD249695,32,2,30,89.6471579,30.2071919,57040.95806712963,59158.15924768519,92.49116169194322,1.0,2117.2,train
HD249879,30,0,30,89.732438,16.665936,59168.18861111111,59168.18861111111,71.18285364020421,1.0,0.0,validation
HD250028,32,2,30,89.9731458,25.0886186,57048.873715277776,59158.18866898148,164.81206841584185,1.0,2109.3,train
HD250163,32,2,30,90.0483921,19.1926736,57048.90006944445,59158.21814236111,109.37833426874927,1.0,2109.3,train
HD250289,14,14,0,90.27445795,23.33899664,54903.941695601854,60964.130332430555,141.24458229462283,1.0,6060.2,train
HD250854,1,1,0,90.89571,22.32736,59996.86424189815,59996.86424189815,95.47547401806595,1.0,0.0,validation
HD250980,28,2,26,90.8926829,9.6651828,55874.06359375,59201.876834490744,60.012217523981285,1.0,3327.8,train
HD251726,28,2,26,91.7265246,19.0344608,56753.918524305554,59273.91960069445,78.98886034470848,1.0,2520.0,validation
HD252053,1,1,0,92.05082516,21.9496158,60376.01838550926,60376.01838550926,57.52980022521189,1.0,0.0,train
HD253084,29,3,26,92.8890096,14.2388806,56251.04201388889,59273.84664351852,106.05880650541278,1.0,3022.8,test
HD253214,33,3,30,93.0691537,20.0860364,57048.93648148148,59171.09516203704,153.18011127925575,1.0,2122.2,train
HD253215,32,2,30,93.0577833,20.0009419,57084.81054398148,59171.97366898148,66.26390385538579,1.0,2087.2,validation
HD253339,3,3,0,93.2583004,24.0429589,57062.92625,59303.84498263889,57.77417387273259,1.0,2240.9,train
HD253659,32,2,30,93.4756958,16.5180694,56317.856857638886,59159.11888310185,133.72471951654717,1.0,2841.3,train
HD254647,2,2,0,94.394229,11.190919,56317.88604745371,58947.84566550926,274.4124722024365,1.0,2630.0,train
HD256577,31,2,29,96.00073741,8.30069264,56317.923055555555,58106.00080439815,23.630836822298807,1.0,1788.1,train
HD257473,4,4,0,96.9006387,18.2632467,57050.916921296295,60284.96214286111,98.84451236786674,1.0,3234.0,test
HD259431,262,9,253,98.27162754,10.32221859,49674.093553413775,60639.262424768516,31.16648512253365,0.23282442748091603,10965.2,train
HD259440,62,2,60,98.2468937,5.8003272,58043.134722222225,59160.16947337963,111.8353391380035,1.0,1117.0,train
HD259597,34,5,29,98.3842979,8.3355775,56014.903732638886,60640.262783564816,137.04339446069855,1.0,4625.4,train
HD259631,17,2,15,98.4309075,8.0361117,57127.813755787036,58565.84766782408,21.72636486408945,1.0,1438.0,train
HD26398,335,27,308,62.76415395,16.64698136,54080.93900462963,60932.32376157407,81.70178560468115,1.0,6851.4,train
HD266894,3,3,0,104.2583113,9.2704006,54886.94793981482,59638.18612422222,182.70749608693032,1.0,4751.2,train
HD276247,57,3,54,65.06985779,42.3143924,55856.05883101852,60574.04302519444,46.65799140464997,1.0,4718.0,train
HD276738,25,3,22,71.4638362,43.9943936,56730.84652777778,59983.010416666664,107.54796409322775,0.96,3252.2,test
HD276886,6,6,0,72.5468408,41.6771981,55175.90552662037,60375.87925049769,436.70253018503007,0.6666666666666666,5200.0,train
HD277707,32,2,30,78.0484325,39.5556617,55979.80366319444,59160.14738425926,48.875546730033015,1.0,3180.3,validation
HD27846,66,15,51,66.45835881,46.23385605,54764.9868287037,59988.793854166666,148.213552874772,0.9545454545454546,5223.8,test
HD2789,165,20,145,8.0118513,67.1611347,52139.05368055555,60589.32789930556,51.47280727041916,0.9878787878787879,8450.3,train
HD280999,34,4,30,80.8120487,37.7149153,55979.84234953704,59669.881394675926,126.96136436163715,1.0,3690.0,train
HD281192,96,2,94,56.3113125,29.750886111111,58071.98618634259,60670.04197637732,38.464074604523944,1.0,2598.1,train
HD28543,1,1,0,68.07114415,48.28258439,60573.09420552778,60573.09420552778,172.57350692769577,1.0,0.0,validation
HD287823,1,1,0,81.03353621,2.46302421,56205.11238425926,56205.11238425926,32.06667109929824,1.0,0.0,train
HD29035,86,13,73,69.2461558,52.2870711,55161.93072916667,60353.12299189815,115.50234106635274,0.9767441860465116,5191.2,test
HD290409,32,2,30,81.7728113,0.4187792,56251.02028935185,59993.868726851855,95.76460713139318,1.0,3742.8,train
HD290500,1,1,0,82.450142,-0.395322,56331.850931712965,56331.850931712965,178.8750565079563,1.0,0.0,test
HD290662,2,2,0,83.9812829,-0.7775719,56262.4925,59260.851064814815,418.27726961346184,1.0,2998.4,train
HD290770,2,2,0,84.260205,-1.6226,56672.86814814815,59996.82085069444,697.3451891875318,1.0,3324.0,train
HD29096,4,4,0,69.16304636,41.07684344,60338.934781059026,60949.134619143515,419.8845074949289,1.0,610.2,train
HD29373,138,9,129,69.88745561,43.65919652,54763.05403356482,60723.78720699074,110.38126589975249,1.0,5960.7,test
HD29557,91,10,81,69.56739181,-24.6585541,55583.81985532407,60922.29487268518,113.02760756917827,1.0,5338.5,train
HD297625,2,2,0,147.2774196,-51.1568131,56393.48738425926,59759.98917152778,136.37914892654211,1.0,3366.5,train
HD298339,2,2,0,140.3536154,-51.1664661,56367.46549189815,59760.98891169445,167.28511871037412,1.0,3393.5,train
HD298377,1,1,0,140.9825158,-51.9622753,56375.46908564815,56375.46908564815,215.15422995767227,1.0,0.0,train
HD29866,476,36,440,71.05425071,40.78645092,54041.965,61021.79890716435,105.1215903165189,0.9936974789915967,6979.8,test
HD298697,1,1,0,147.2210121,-53.1352231,56389.53519675926,56389.53519675926,242.91806656987558,1.0,0.0,validation
HD300584,1,1,0,152.7470846,-57.1573428,56404.51329861111,56404.51329861111,261.7296449070239,1.0,0.0,test
HD30123,147,12,135,71.39452812,19.32830516,55155.93310185185,60957.28289351852,92.69896135852704,0.9931972789115646,5801.3,train
HD302724,1,1,0,154.8256192,-59.2969033,56408.531018518515,56408.531018518515,269.5776858148669,1.0,0.0,test
HD302798,1,1,0,156.4956246,-58.9957489,56416.51752314815,56416.51752314815,308.7957266156764,1.0,0.0,test
HD302838,1,1,0,157.131346,-57.705053,56429.49361689815,56429.49361689815,186.35407908503424,1.0,0.0,train
HD302840,1,1,0,156.97546,-57.61222,56424.523877314816,56424.523877314816,282.56533032712423,1.0,0.0,test
HD302842,1,1,0,156.885704,-57.656172,56424.490532407406,56424.490532407406,329.18721969078007,1.0,0.0,train
HD303143,58,0,58,159.7426104,-57.5911311,60695.321435185186,60819.07120949074,106.74645704097966,1.0,123.7,train
HD303763,1,1,0,165.7119442,-59.3183108,59762.990723916664,59762.990723916664,218.74196839534358,1.0,0.0,train
HD305019,2,2,0,153.7600554,-60.9225589,56406.51914351852,59638.3102785,208.36664506618075,1.0,3231.8,train
HD305138,1,1,0,156.3792196,-59.7941633,56415.53996527778,56415.53996527778,260.42535754496646,1.0,0.0,train
HD305827,1,1,0,164.416929,-61.659158,56802.49743634259,56802.49743634259,198.20433521280623,1.0,0.0,train
HD305891,2,2,0,165.6249542,-60.8155161,56441.463587962964,59638.370025027776,243.8149590554362,1.0,3196.9,validation
HD306145,1,1,0,167.830529,-59.920506,57532.50855324074,57532.50855324074,337.9490382903234,1.0,0.0,train
HD30677,286,18,268,72.51505723,8.40784481,52664.7481532875,60936.30988425926,140.67736173555053,0.7657342657342657,8271.6,train
HD307350,2,2,0,178.5023725,-58.5211608,59420.046222972225,59764.035833361115,275.531614889838,1.0,344.0,train
HD307718,2,2,0,156.33246,-62.44197,56415.52542824074,59766.991677833335,143.06500643571837,1.0,3351.5,test
HD309784,1,1,0,145.6519688,-67.14825,56384.49335648148,56384.49335648148,190.49271902334863,1.0,0.0,validation
HD312101,1,1,0,193.597475,-60.698685,56466.53065393519,56466.53065393519,246.23865861441521,1.0,0.0,train
HD312973,32,2,30,273.901655,-20.3678308,55770.88038773148,59097.85564236111,126.5503574644252,1.0,3327.0,validation
HD315377,2,2,0,273.9902067,-24.6072628,58618.06083912037,59793.25577644444,475.86007702581423,1.0,1175.2,validation
HD31648,215,12,203,74.69277226,29.84360418,56153.128587962965,60642.012317789355,48.928529608933665,0.9953488372093023,4488.9,validation
HD316520,1,1,0,268.01421,-28.75867,59738.0965625,59738.0965625,344.7241229301267,1.0,0.0,train
HD316568,1,1,0,268.6779617,-29.7298903,59793.209135805555,59793.209135805555,110.37518323362113,1.0,0.0,validation
HD316589,1,1,0,268.0781046,-30.0418181,56573.463096064814,56573.463096064814,321.4526397026124,1.0,0.0,test
HD32188,346,19,327,75.8276554,41.44164825,49981.5936088831,60735.97616576389,116.62255608376645,0.9942196531791907,10754.4,train
HD32358,86,4,82,76.18397545,44.95860854,55175.84722222222,60569.18127666667,41.02823632750305,0.9883720930232558,5393.3,train
HD32811,2,2,0,76.67053936,22.51075473,60333.90947371528,60573.133529722225,1051.6897991614323,1.0,239.2,train
HD328990,2,2,0,252.6058025,-46.1553217,59701.09968171296,59738.05052662037,251.58463542003585,1.0,37.0,train
HD331976,32,2,30,303.42304,32.55353,58298.934716435186,59170.83262731481,97.86319478147169,1.0,871.9,train
HD333226,2,2,0,300.1390242,30.3814489,58299.93027199074,58693.929189814815,224.11798744750064,1.0,394.0,train
HD333452,2,2,0,300.7959004,28.7056783,56898.82724537037,58663.95613425926,591.9109328808963,1.0,1765.1,train
HD33453,90,3,87,77.11022813,-40.9124236,56246.48537037037,60927.29958333333,181.7806195520231,1.0,4680.8,train
HD33599,64,6,58,76.8039429,-61.8050756,56220.533842592595,60924.30816550926,97.18876650392443,1.0,4703.8,validation
HD339483,58,9,49,301.00310586,26.27132164,56488.95090856482,60127.45048032407,148.25606582766744,0.9827586206896551,3638.5,train
HD34257,84,9,75,79.3986838,33.5934858,54851.861608796295,59660.84162927778,104.30770542301454,1.0,4809.0,validation
HD344313,8,8,0,291.190715,22.7746328,56403.240636574075,60572.91318902778,402.20236790284525,1.0,4169.7,train
HD344783,4,4,0,295.7782921,23.2701122,57959.916359953706,59510.86848688889,854.3350494464809,0.75,1551.0,test
HD344800,7,7,0,295.71217,22.5627389,56406.06734375,59789.11888477778,451.10852049012743,1.0,3383.1,train
HD344873,9,9,0,296.30264189,24.05113696,56403.12179398148,60181.323292824076,166.73049621019936,0.8888888888888888,3778.2,train
HD345120,4,4,0,298.1367058,22.6861456,55793.0276099537,59506.876672453705,252.41196152444812,1.0,3713.8,train
HD345122,5,5,0,298.2142537,22.2396261,55793.009097222224,60499.40253472222,691.2035490169462,1.0,4706.4,train
HD345339,1,1,0,299.30084588,21.98170639,60537.952651966654,60537.952651966654,165.29158605742612,1.0,0.0,train
HD350559,2,2,0,296.7403729,18.2488533,58298.966215277775,59505.77496527778,328.37092960762385,1.0,1206.8,train
HD35187B,38,10,28,81.00488,24.96044,56303.770324074074,59653.1469212963,117.87030874400793,1.0,3349.4,train
HD35269,1,1,0,81.03911259,16.56266463,60568.08852613889,60568.08852613889,188.91796981832147,1.0,0.0,test
HD35345,228,28,200,81.4366033,35.6471997,54881.77228587963,60718.99744446759,106.31449062665156,0.9956140350877193,5837.2,train
HD35347,11,11,0,81.3242808,29.6148942,55120.09541087963,59624.29315972222,46.25574204558142,1.0,4504.2,train
HD355402,36,6,30,304.83934,14.9142644,55792.086539351854,59787.325070833336,59.338903213457414,1.0,3995.2,train
HD36112,7,7,0,82.61470705,25.33252286,56303.889074074075,59631.15088541667,75.27692634107544,1.0,3327.3,train
HD36408,205,16,189,83.05892595,17.05812478,54758.19216435185,60921.4041724537,102.69419860442557,0.9902439024390244,6163.2,validation
HD36665,374,323,51,83.6629169,28.0510478,54883.795219907406,60563.03854736111,885.0455314837737,1.0,5679.2,train
HD36910,33,3,30,83.9936121,24.74835973,57064.79382523148,59168.116122685184,128.6442744666922,1.0,2103.3,train
HD37115,194,10,184,83.9753404,-5.6284256,54848.84019675926,60943.28995949074,200.9754114538269,0.9948453608247423,6094.4,train
HD37149,99,17,82,84.07430619,-1.63532881,54883.83333912037,60945.2915625,137.86108800682925,1.0,6061.5,train
HD37266,4,4,0,84.76780561,37.9766472,60665.0923400463,60690.97289351852,273.88483423750154,1.0,25.9,validation
HD37330,179,13,166,84.4727267,0.9686097,54885.840949074074,60954.27789351852,182.2604770110278,1.0,6068.4,train
HD37352,125,12,113,84.8131362,30.1505583,54888.78471064815,60642.13066087963,45.42825065306709,1.0,5753.3,train
HD37357,64,6,58,84.4461604,-6.7084028,56655.79034143518,60768.062818287035,100.4828973014476,1.0,4112.3,train
HD37541,59,7,52,85.0143662,17.6765625,55630.8940162037,60626.25484375,139.66651029478808,1.0,4995.4,train
HD37806,163,24,139,85.25955148,-2.71686994,47914.23777654514,60955.279027777775,152.3552427095282,0.9202453987730062,13041.0,train
HD37971,379,12,367,85.42296034,-16.72583048,52652.79095379583,60923.37632523148,108.11048843617519,0.46965699208443273,8270.6,train
HD37974,6,6,0,84.10779,-69.38219,56266.49626157407,59791.34480998646,150.97542678858696,1.0,3524.8,validation
HD38120,34,4,30,85.7995533,-4.9971936,55175.96134259259,60353.21759259259,145.31178790501087,0.9705882352941176,5177.3,validation
HD38191,9,9,0,86.2343225,21.4606856,55176.94878472222,59625.208836805556,64.55662467901284,0.8888888888888888,4448.3,train
HD38856,193,13,180,87.19153028,0.72556533,51893.891916116605,60962.26241898148,87.78962503903594,0.6528497409326425,9068.4,train
HD39018,117,15,102,87.63450562,18.02635987,54889.852818287036,61021.91757655093,138.32404823879156,0.9914529914529915,6132.1,train
HD39478,87,6,81,88.49936988,26.42252922,54903.90170138889,60353.17998263889,151.0285735051211,1.0,5449.3,test
HD39557,2,2,0,88.363082,0.77921143,55963.922164351854,57440.76320601852,2207.204160464115,1.0,1476.8,test
HD40132,3,3,0,89.50123224,24.617158,60334.043651626154,61002.008189016204,453.7851926446354,1.0,668.0,test
HD40193,3,3,0,89.0936842,-22.6500183,56292.53539351852,60573.17286402778,422.38212925879645,1.0,4280.6,train
HD40254,1,1,0,89.76211797,31.03024457,60334.02517707176,60334.02517707176,907.5050247885604,1.0,0.0,train
HD40897,1,1,0,90.67106634,22.04674471,60740.810410578706,60740.810410578706,396.28689576191067,1.0,0.0,train
HD42054,151,6,145,91.76529297,-34.31202208,56263.02613425926,60921.356782407405,359.1679609188571,1.0,4658.3,train
HD42406,146,10,136,92.65308739,3.87172048,54905.89909143519,60968.26773726852,131.67166306839798,1.0,6062.4,train
HD42477,221,30,191,92.86629394,13.63856098,54397.14299768519,60940.36865162037,128.9797098111007,1.0,6543.2,validation
HD42529,11,11,0,93.16603388,32.97265075,54906.92419560185,60740.92718576389,74.30178120477001,0.9090909090909091,5834.0,train
HD43122,91,4,87,93.2079125,-37.0814672,49664.82931552662,60929.31309027778,132.58954517782644,0.978021978021978,11264.5,train
HD43264,202,8,194,93.898763,7.652266,52240.97820639589,60635.23902199074,71.59751322080498,0.6633663366336634,8394.3,validation
HD43285,353,21,332,93.917404,6.066166,51896.90780544167,60928.383055555554,141.56448298893665,0.5127478753541076,9031.5,validation
HD43544,249,12,237,94.03204872,-16.61800603,54766.07263888889,60927.35883680556,377.23862550652433,1.0,6161.3,train
HD43681,1,1,0,94.74676996,34.23059508,60712.95119212963,60712.95119212963,45.193870365948904,1.0,0.0,test
HD43703,8,8,0,94.6643188,23.0079294,55656.8784375,60355.284837962965,98.68567318196756,0.875,4698.4,test
HD43789,90,3,87,93.98567668,-44.61963457,56290.52468171297,60931.307118055556,120.95228056396437,1.0,4640.8,train
HD43913,112,54,58,94.7435722,4.19131489,52680.9371875,60634.30900462963,223.21049950595392,0.6517857142857143,7953.4,validation
HD44506,147,3,144,95.15099777,-34.14414381,56620.48086805556,61026.59547453704,324.9126864386878,1.0,4406.1,validation
HD44637,760,673,87,95.85283755,15.10178511,54907.89939236111,60635.30890625,955.6436347371488,1.0,5727.4,train
HD44783,337,25,312,96.00951503,8.88501081,51896.94728310839,60930.387644675924,126.9311361358579,0.8011869436201781,9033.4,validation
HD44996,867,362,505,96.08574553,-12.96193859,54786.09153356482,60931.36644097222,533.1727166826662,1.0,6145.3,train
HD45260,2,2,0,96.52645514,-9.3973975,55964.91868055556,56670.96130787037,585.1711109493915,1.0,706.0,train
HD45314,1418,1098,320,96.81574008,14.88922731,57050.98238425926,61022.94257523148,379.60361206009406,0.9992947813822285,3972.0,train
HD45626,31,1,30,97.0940967,-4.4621431,57071.95575231482,59171.12430555555,148.18510974718018,1.0,2099.2,train
HD45995,207,30,177,97.79010365,11.25585164,54785.17122685185,60726.85016782407,175.046049059442,0.9951690821256038,5941.7,train
HD46131,149,4,145,97.66050974,-22.32181219,54893.84775462963,60959.25882523148,226.11604148181516,1.0,6065.4,train
HD46484,179,8,171,98.47670309,4.66239036,52665.78063114583,60659.17435598104,74.93208419269386,0.6256983240223464,7993.4,train
HD47054,363,26,337,99.14721397,-5.21114187,52302.18828703704,60933.370028935184,227.78394970637765,0.8925619834710744,8631.2,validation
HD47160,157,10,147,99.27393601,-2.17903649,52302.19409722222,60774.072922453706,206.5039842390149,0.7643312101910829,8471.9,train
HD47202,3,3,0,99.21637967,-12.85135733,56293.51186342593,59619.16546122772,327.2642299589935,1.0,3325.7,test
HD47359,35,6,29,99.6037658,4.8809289,48214.835519600696,60645.24505208333,101.33333991398122,0.9428571428571428,12430.4,train
HD4931,71,20,51,13.06438602,60.08994699,55103.00572337963,60961.95672920139,80.41039277133369,0.9859154929577465,5859.0,validation
HD49319,296,4,292,101.51341811,-39.54025576,49684.44357328704,60950.27570601852,337.6712666665487,0.9932432432432432,11265.8,train
HD49330,179,33,146,101.98861655,0.77611535,52265.97942050423,60781.06108796296,50.01369457493889,0.6256983240223464,8515.1,train
HD49585,4,4,0,102.28441,0.089463,54042.19700231482,57438.93219328704,86.36744313627445,1.0,3396.7,train
HD49787,156,9,147,102.48133814,-5.51319576,52657.17679398148,60783.067332175924,142.2803545515738,0.7628205128205128,8125.9,train
HD49888,171,7,164,102.53370585,-12.5847544,54893.90075810185,60784.066116898146,154.0602723261403,1.0,5890.2,train
HD50138,3836,203,3633,102.88916,-6.966512,48559.04497587963,60649.18180150463,37.5045660175871,0.9708029197080292,12090.1,train
HD50209,150,10,140,103.04316887,-0.29553953,52267.05746620417,60650.18554976852,37.99309713513492,0.5533333333333333,8383.1,validation
HD50424,32,3,29,103.221047,-10.007482,54886.871203703704,60650.246695601854,118.40123436374523,1.0,5763.4,train
HD50581,284,47,237,103.55765309,6.68798931,52662.867597658274,60663.41855902778,86.27324551708057,0.3908450704225352,8000.6,train
HD50658,233,46,187,104.13357464,46.2739963,54738.18251950231,60701.166611642184,131.1969518244458,0.9957081545064378,5963.0,train
HD50696,101,5,96,103.592285,0.1818456,52266.06497298669,60652.22969328704,45.819988884280946,0.33663366336633666,8386.2,train
HD50820,376,37,339,103.675182,-1.756486,52655.22881944444,60947.34901041666,110.6503076572292,0.901595744680851,8292.1,test
HD50850,32,2,30,103.53835,-18.28624,54886.90019675926,59619.13725115741,115.55770840163495,1.0,4732.2,train
HD50868,256,56,200,103.80687,5.4340118,52191.36444444444,60731.24891203704,127.58382428006809,0.703125,8539.9,train
HD50891,63,4,59,103.745089,-3.700358,54886.93320601852,60636.32056712963,122.09246095249203,1.0,5749.4,test
HD51354,927,25,902,104.4287579,17.9020094,54882.92369212963,60752.82229163194,150.11619963837612,0.9989212513484358,5869.9,validation
HD51404,33,3,30,104.2559483,-6.2182325,55963.966782407406,59160.19848958333,99.39672288818106,1.0,3196.2,train
HD51452,64,35,29,104.335918,-4.193723,54744.15369791666,60654.341649305556,70.79465315164849,1.0,5910.2,train
HD51506,437,58,379,104.48329105,6.54914786,52663.07407934959,60725.888427284735,53.626786183417764,0.6933638443935927,8062.8,test
HD52159,2,2,0,104.92768568,-11.15739075,57423.88275462963,59247.85454861111,751.2516970341045,1.0,1824.0,test
HD52721,413,12,401,105.45629071,-11.30092274,49674.180173834146,60790.06668402778,102.41537668384962,0.35108958837772397,11115.9,train
HD52812,177,1,176,105.3900294,-27.22294343,54876.953188657404,60971.24601851852,261.4936237346841,1.0,6094.3,train
HD53032,2,2,0,105.8484533,-2.7440478,55988.78443865741,57064.93344328704,3487.3392189974006,1.0,1076.1,train
HD53048,121,5,116,105.0433,-56.9070044,56300.4846412037,60941.29148148148,187.44969578324944,1.0,4640.8,train
HD53085,80,14,66,105.90489728,-2.47417256,52654.31383101852,60713.19818287037,95.61920788731507,0.5375,8058.9,train
HD53416,165,15,150,106.3944954,14.4731117,54889.954513888886,60987.07822337963,173.2134266138716,0.9939393939393939,6097.1,test
HD53667,121,4,117,106.396743,-8.72888,52657.26315972222,60644.30532986111,168.38545887194792,0.6942148760330579,7987.0,test
HD54086,2,2,0,106.7179546,-14.6984267,56655.83102430555,59304.86310185185,241.65136392081013,1.0,2649.0,train
HD54167,1,1,0,106.98057742,1.71958509,60375.96730534722,60375.96730534722,94.6426994382055,1.0,0.0,train
HD54858,63,5,58,107.54729346,-9.33630729,54916.818373842594,60791.06721064815,126.33461382569735,1.0,5874.2,validation
HD55014,90,3,87,107.69217392,-11.57406452,54916.877754629626,60793.070127314815,156.3284173861365,1.0,5876.2,train
HD55135,123,2,121,107.83686559,-10.42882789,53011.20479166551,60659.23109375,211.00938018722346,0.7073170731707317,7648.0,train
HD55200,3,3,0,108.41909533,38.1084056,60354.89451760417,60705.34070601852,87.46441919866162,1.0,350.4,train
HD55271,115,7,108,107.83719843,-21.80328964,54908.87708333333,60775.13483796296,101.51617585999561,1.0,5866.3,train
HD55439,51,22,29,108.14505388,-9.84502814,55964.972633101854,60660.235526620374,129.0909247592161,1.0,4695.3,test
HD55566,59,1,58,108.0647767,-27.8632917,59262.82032986111,60767.16126736111,106.60257529979211,1.0,1504.3,train
HD55606,68,1,67,108.392089,-2.077529,52265.06415647246,57367.96827546296,36.62935031465314,0.014705882352941176,5102.9,train
HD56039,32,2,30,108.74963601,-11.87040827,56735.90046875,59182.17616319445,230.4673950168518,1.0,2446.3,validation
HD56600,2,2,0,109.2642217,-16.6078131,58902.90274884259,59232.850619212964,669.4169860494706,1.0,329.9,train
HD56670,1,1,0,109.4016475,-9.4144258,59276.91971064815,59276.91971064815,320.7984334774706,1.0,0.0,train
HD56806,1,1,0,109.4459458,-18.8164497,59264.82792824074,59264.82792824074,1320.841457649112,1.0,0.0,test
HD56847,3,3,0,109.54015775,-15.62832657,56738.87029513889,58895.92851273148,152.05292556481024,1.0,2157.1,validation
